# Torpedo AUV simulation export
# L = 1.6
# diam = 0.19
# massa = 31.029384975800244
# Cd = 0.42
# r44 = 0.3
# T_surge = 20
# T_sway = 20
# T_heave = 20
# zeta_roll = 0.3
# zeta_pitch = 0.8
# T_yaw = 1
# K_nomoto = 0.25
# T_nomoto = 1
# wn_d = 0.1
# zeta_d = 1
# r_max = 0.08726646259971647
# lam = 0.1
# phi_b = 0.1
# K_d = 0.5
# K_sigma = 0.05
# wn_d_z = 0.02
# Kp_z = 0.1
# T_z = 100.0
# Kp_theta = 5.0
# Kd_theta = 2.0
# Ki_theta = 0.3
# K_w = 5.0
# ref_z = 30.0
# ref_psi = 45.0
# ref_n = 1525
# V_c = 0.0
# beta_c = 0.0
# fin_CL = [0.5, 0.5, 0.7, 0.7]
# fin_area = [0.00665, 0.00665, 0.00665, 0.00665]
# thruster_nMax = 1525
# current_model_type = ConstantCurrent
#
t_s,x_north_m,y_east_m,z_depth_m,phi_rad,theta_rad,psi_rad,u_ms,v_ms,w_ms,p_rads,q_rads,r_rads,delta_r_top_rad,delta_r_bottom_rad,delta_s_star_rad,delta_s_port_rad,n_cmd_rpm,delta_r_top_actual_rad,delta_r_bottom_actual_rad,delta_s_star_actual_rad,delta_s_port_actual_rad,n_actual_rpm
1.2400,1.43167,-0.000599189,0.0374988,0.018663,-0.0480307,-0.000742457,2.08343,-0.000537246,-0.012386,0.00451097,-0.0173249,0.00157558,0.0019297,-0.0019297,-0.025467,0.025467,1525,0.00321277,-0.00321277,0.0005121,-0.0005121,1525
1.2600,1.47362,-0.000636939,0.039266,0.0188011,-0.0483779,-0.000715953,2.09927,-0.000562526,-0.0124405,0.00696709,-0.0173354,0.00164747,0.00174455,-0.00174455,-0.0286144,0.0286144,1525,0.00295615,-0.00295615,-0.00468372,0.00468372,1525
1.2800,1.51587,-0.000674345,0.0410607,0.0189801,-0.0487291,-0.000688279,2.11461,-0.000593347,-0.0125304,0.00901785,-0.0175321,0.00171201,0.00159482,-0.00159482,-0.031181,0.031181,1525,0.00271383,-0.00271383,-0.00946985,0.00946985,1525
1.3000,1.55842,-0.000711415,0.0428822,0.019192,-0.0490877,-0.000659656,2.12946,-0.000629486,-0.012657,0.0106649,-0.0178988,0.00176942,0.00147977,-0.00147977,-0.0331763,0.0331763,1525,0.00249003,-0.00249003,-0.0138121,0.0138121,1525
1.3200,1.60126,-0.000748164,0.0447297,0.0194289,-0.0494567,-0.000630294,2.14383,-0.000670686,-0.0128209,0.0119159,-0.0184172,0.00182013,0.00139776,-0.00139776,-0.0346194,0.0346194,1525,0.00228798,-0.00228798,-0.0176849,0.0176849,1525
1.3400,1.64438,-0.00078461,0.0466028,0.0196831,-0.0498387,-0.000600379,2.15775,-0.000716663,-0.0130219,0.0127843,-0.0190671,0.00186468,0.00134647,-0.00134647,-0.0355386,0.0355386,1525,0.00210994,-0.00210994,-0.0210718,0.0210718,1525
1.3600,1.68776,-0.000820776,0.048501,0.0199474,-0.0502359,-0.000570079,2.17121,-0.000767112,-0.0132592,0.0132884,-0.0198268,0.00190373,0.00132302,-0.00132302,-0.0359705,0.0359705,1525,0.00195724,-0.00195724,-0.0239652,0.0239652,1525
1.3800,1.7314,-0.000856689,0.0504241,0.0202149,-0.0506501,-0.000539536,2.18424,-0.000821708,-0.0135312,0.0134508,-0.020674,0.00193798,0.00132422,-0.00132422,-0.0359585,0.0359585,1525,0.0018304,-0.0018304,-0.0263662,0.0263662,1525
1.4000,1.7753,-0.000892377,0.0523719,0.0204793,-0.0510825,-0.000508868,2.19684,-0.000880114,-0.0138359,0.0132976,-0.021586,0.00196818,0.00134666,-0.00134666,-0.0355523,0.0355523,1525,0.00172916,-0.00172916,-0.0282847,0.0282847,1525
1.4200,1.81943,-0.000927869,0.0543444,0.0207349,-0.051534,-0.000478166,2.20903,-0.000941982,-0.0141707,0.0128583,-0.02254,0.00199509,0.00138689,-0.00138689,-0.0348056,0.0348056,1525,0.00165266,-0.00165266,-0.0297382,0.0297382,1525
1.4400,1.86381,-0.000963195,0.0563417,0.0209766,-0.052005,-0.000447496,2.22082,-0.00100696,-0.0145325,0.0121643,-0.023514,0.00201943,0.00144153,-0.00144153,-0.0337757,0.0337757,1525,0.00159951,-0.00159951,-0.0307517,0.0307517,1525
1.4600,1.90841,-0.000998384,0.058364,0.0211999,-0.0524955,-0.000416898,2.23222,-0.00107469,-0.014918,0.0112487,-0.0244871,0.00204189,0.00150734,-0.00150734,-0.0325215,0.0325215,1525,0.00156791,-0.00156791,-0.0313565,0.0313565,1525
1.4800,1.95322,-0.00103346,0.0604117,0.0214013,-0.0530051,-0.000386388,2.24325,-0.00114481,-0.0153233,0.0101456,-0.0254396,0.0020631,0.00158131,-0.00158131,-0.0311022,0.0311022,1525,0.0015558,-0.0015558,-0.0315895,0.0315895,1525
1.5000,1.99826,-0.00106846,0.0624851,0.0215774,-0.0535329,-0.000355962,2.25391,-0.00121699,-0.0157448,0.00888954,-0.0263538,0.00208363,0.0016607,-0.0016607,-0.029576,0.029576,1525,0.0015609,-0.0015609,-0.031492,0.031492,1525
1.5200,2.04349,-0.00110339,0.0645845,0.0217261,-0.054078,-0.000325592,2.26421,-0.00129087,-0.0161785,0.00751475,-0.027214,0.00210398,0.00174306,-0.00174306,-0.0279991,0.0279991,1525,0.00158086,-0.00158086,-0.0311088,0.0311088,1525
